adresse,code_postal,ville,adrs
7 rue du Portail,13005,Marseille,7 rue du Portail
4 rue de l'Olivier,13005,Marseille,4 rue de l'Olivier
28 rue Melchion - Main-levée du 06/10/2020,13005,Marseille,28 rue Melchion - Main-levée du 06/10/2020
4bis rue Ferrari  –,13005,Marseille,4bis rue Ferrari  –
24 rue de l'église Saint-Michel,13005,Marseille,24 rue de l'église Saint-Michel
58 rue Saint-Pierre,13005,Marseille,58 rue Saint-Pierre
161 boulevard Baille,13005,Marseille,161 boulevard Baille
29 cours Lieutaud,13006,Marseille,29 cours Lieutaud
7 rue du Village,13006,Marseille,7 rue du Village
9 rue du Village,13006,Marseille,9 rue du Village
6/6A rue des Tartares et 13 rue des Amoureux,13006,Marseille,6/6A rue des Tartares et 13 rue des Amoureux
64 cours Julien,13006,Marseille,64 cours Julien
29 rue Saint Suffren,13006,Marseille,29 rue Saint Suffren
88 cours Gouffé,13006,Marseille,88 cours Gouffé
24 rue Pierre Dupré,13006,Marseille,24 rue Pierre Dupré
26 rue de Guinée,13006,Marseille,26 rue de Guinée
1 rue Lafon,13006,Marseille,1 rue Lafon
62 cours Julien,13006,Marseille,62 cours Julien
83 rue Marengo,13006,Marseille,83 rue Marengo
53 rue des Trois Frères Barthélemy,13006,Marseille,53 rue des Trois Frères Barthélemy
19 rue d'Italie,13006,Marseille,19 rue d'Italie
27 rue Bonnefoy,13006,Marseille,27 rue Bonnefoy
5 rue du Village,13006,Marseille,5 rue du Village
43 rue du docteur Jean Fiolle,13006,Marseille,43 rue du docteur Jean Fiolle
139 Cours Lieutaud,13006,Marseille,139 Cours Lieutaud
6 rue André Poggioli,13006,Marseille,6 rue André Poggioli
36 rue Jean Roque,13006,Marseille,36 rue Jean Roque
49 rue des Bons Enfants,13006,Marseille,49 rue des Bons Enfants
10 Cours Julien,13006,Marseille,10 Cours Julien
34 rue Jean Roque,13006,Marseille,34 rue Jean Roque
40 rue Jean Roque,13006,Marseille,40 rue Jean Roque
4 rue Saint-Pierre,13006,Marseille,4 rue Saint-Pierre
138 rue de Rome,13006,Marseille,138 rue de Rome
80 rue Perrin Solliers,13006,Marseille,80 rue Perrin Solliers
12 rue des Vignerons,13006,Marseille,12 rue des Vignerons
10 rue des Bons Enfants,13006,Marseille,10 rue des Bons Enfants
56 rue de la Loubière,13006,Marseille,56 rue de la Loubière
81 rue d'Italie,13006,Marseille,81 rue d'Italie
32 rue Fongate,13006,Marseille,32 rue Fongate
18 rue Berlioz,13006,Marseille,18 rue Berlioz
87 rue de Rome,13006,Marseille,87 rue de Rome
29 rue d'italie,13006,Marseille,29 rue d'italie
29 rue Nau,13006,Marseille,29 rue Nau
27 rue Nau,13006,Marseille,27 rue Nau
85 rue de la Palud,13006,Marseille,85 rue de la Palud
75 rue de Rome / 64 rue de la Palud,13006,Marseille,75 rue de Rome
75 rue de Rome / 64 rue de la Palud,13006,Marseille,64 rue de la Palud
31 rue Nau,13006,Marseille,31 rue Nau
59 place Jean Jaurès,13006,Marseille,59 place Jean Jaurès
61 place Jean Jaurès,13006,Marseille,61 place Jean Jaurès
15 rue de Loubière,13006,Marseille,15 rue de Loubière
129 rue d'Aubagne,13006,Marseille,129 rue d'Aubagne
34 rue Falque,13006,Marseille,34 rue Falque
7 rue André Poggioli,13006,Marseille,7 rue André Poggioli
2 rue Nau,13006,Marseille,2 rue Nau
11 rue de Village,13006,Marseille,11 rue de Village
38 rue du Docteur Escat,13006,Marseille,38 rue du Docteur Escat
53 rue Fongate,13006,Marseille,53 rue Fongate
16 rue de Bruys,13005,Marseille,16 rue de Bruys
55 rue Fongate,13006,Marseille,55 rue Fongate
26 cours Julien,13006,Marseille,26 cours Julien
20 place Notre-Dame du Mont,13006,Marseille,20 place Notre-Dame du Mont
215 rue Rome,13006,Marseille,215 rue Rome
99 rue Tilsit,13006,Marseille,99 rue Tilsit
41 rue des Bons Enfants,13006,Marseille,41 rue des Bons Enfants
28 rue des Trois Rois,13006,Marseille,28 rue des Trois Rois
15 rue Pastoret,13006,Marseille,15 rue Pastoret
118 cours Lieutaud,13006,Marseille,118 cours Lieutaud
90 rue Edmond Rostand,13006,Marseille,90 rue Edmond Rostand
24 place ND-du-Mont,13006,Marseille,24 place ND-du-Mont
49 boulevard Baille,13006,Marseille,49 boulevard Baille
7 rue des Trois Rois,13006,Marseille,7 rue des Trois Rois
6 rue Crudère (immeuble sur rue),13006,Marseille,6 rue Crudère (immeuble sur rue)
6 rue Crudère (fond de cour),13006,Marseille,6 rue Crudère (fond de cour)
7 boulevard Louis Salvator,13006,Marseille,7 boulevard Louis Salvator
10 rue des Vignerons,13006,Marseille,10 rue des Vignerons
56 rue Sylvabelle,13006,Marseille,56 rue Sylvabelle
47 rue Docteur François Morucci,13006,Marseille,47 rue Docteur François Morucci
2 chemin du Pont,13007,Marseille,2 chemin du Pont
4 chemin du Pont,13007,Marseille,4 chemin du Pont
39/41 rue d'Endoume,13007,Marseille,39/41 rue d'Endoume
41 rue d'Endoume,13007,Marseille,41 rue d'Endoume
2 rue Durand / 24 rue Chateaubriand,13007,Marseille,2 rue Durand
2 rue Durand / 24 rue Chateaubriand,13007,Marseille,24 rue Chateaubriand
254 rue d'Endoume,13007,Marseille,254 rue d'Endoume
7 rue du Pont,13007,Marseille,7 rue du Pont
10 avenue David Dellepiane,13007,Marseille,10 avenue David Dellepiane
13 avenue de la Corse,13007,Marseille,13 avenue de la Corse
43-45 rue Michel Gachet,13007,Marseille,43-45 rue Michel Gachet
2/4 montée du Plateau,13007,Marseille,2/4 montée du Plateau
3 impasse Henri,13007,Marseille,3 impasse Henri
97 avenue de la Corse,13007,Marseille,97 avenue de la Corse
16 rue Baptistin Fouquet,13007,Marseille,16 rue Baptistin Fouquet
1-3 boulevard de la Corderie,13007,Marseille,1-3 boulevard de la Corderie
2 rue Papéty,13007,Marseille,2 rue Papéty
14/16 rue des Pêcheurs,13007,Marseille,14/16 rue des Pêcheurs
8 rue de Crinas,13007,Marseille,8 rue de Crinas
102 rue Sainte,13007,Marseille,102 rue Sainte
61 rue d'Endoume,13007,Marseille,61 rue d'Endoume
301 Corniche Kennedy et Traverse de la Pey,13007,Marseille,301 Corniche Kennedy et Traverse de la Pey
1 rue Chaix,13007,Marseille,1 rue Chaix
43 rue Chateaubriand,13007,Marseille,43 rue Chateaubriand
26 rue Sainte,13007,Marseille,26 rue Sainte
"5, rue Ernest Duchesne",13007,Marseille,"5, rue Ernest Duchesne"
1 rue Antoine Perrin,13007,Marseille,1 rue Antoine Perrin
94 rue d'Endoume,13007,Marseille,94 rue d'Endoume
96 rue d'Endoume,13007,Marseille,96 rue d'Endoume
2 traverse de la Marbrerie,13008,Marseille,2 traverse de la Marbrerie
164 avenue de la Madrague,13008,Marseille,164 avenue de la Madrague
58 boulevard Piot,13008,Marseille,58 boulevard Piot
186 avenue de la Madrague de Montredon,13008,Marseille,186 avenue de la Madrague de Montredon
54/56 rue Borde,13008,Marseille,54/56 rue Borde
10/12/14 boulevard Alexandre Delabre,13008,Marseille,10/12/14 boulevard Alexandre Delabre
4-6-8 Rue Copello,13008,Marseille,4-6-8 Rue Copello
53 rue Roger Renzo,13008,Marseille,53 rue Roger Renzo
23 Boulevard de Vaisseau,13009,Marseille,23 Boulevard de Vaisseau
218/232 route Léon Lachamp,13009,Marseille,218/232 route Léon Lachamp
1 traverse de la Juliette,13010,Marseille,1 traverse de la Juliette
13 rue Antoine Del Bello,13010,Marseille,13 rue Antoine Del Bello
197 avenue de la Capelette,13010,Marseille,197 avenue de la Capelette
CASERNE MDC LUCIEN DONADIEU,13010,Marseille,CASERNE MDC LUCIEN DONADIEU
97 rue Antoine Del Bello,13010,Marseille,97 rue Antoine Del Bello
289 avenue de la Capelette,13010,Marseille,289 avenue de la Capelette
9 rue Antoine Blanc,13010,Marseille,9 rue Antoine Blanc
297 avenue de la Capelette,13010,Marseille,297 avenue de la Capelette
21 boulevard Ludovic Prolongé,13010,Marseille,21 boulevard Ludovic Prolongé
301 avenue de la Capelette,13010,Marseille,301 avenue de la Capelette
54 boulevard Saint-Loup,13010,Marseille,54 boulevard Saint-Loup
72 boulevard de Saint-Loup,13010,Marseille,72 boulevard de Saint-Loup
37 boulevard Gilly,13010,Marseille,37 boulevard Gilly
83 rue Antoine del Bello / 8 impasse Palazzo,13010,Marseille,83 rue Antoine del Bello
83 rue Antoine del Bello / 8 impasse Palazzo,13010,Marseille,8 impasse Palazzo
45 chemin de la Valbarelle à Saint Marcel,13010,Marseille,45 chemin de la Valbarelle à Saint Marcel
16 rue d'Alby,13010,Marseille,16 rue d'Alby
55 rue Liandier,13010,Marseille,55 rue Liandier
49 route de la Valentine,13011,Marseille,49 route de la Valentine
"Allée de la Rouguière, Boulevard de la Cartonnerie",13011,Marseille,"Allée de la Rouguière, Boulevard de la Cartonnerie"
11 bld Pierre Ménard,13011,Marseille,11 bld Pierre Ménard
12-14 rue des Rimas,13011,Marseille,12-14 rue des Rimas
33 rue des Myosotis et chemin des Campabules,13011,Marseille,33 rue des Myosotis et chemin des Campabules
305 boulevard de Saint-Marcel,13011,Marseille,305 boulevard de Saint-Marcel
535 rue Saint-Pierre,13012,Marseille,535 rue Saint-Pierre
42 traverse des Polytres,13013,Marseille,42 traverse des Polytres
57 chemin des Martégaux,13013,Marseille,57 chemin des Martégaux
7 boulevard Lacordaire,13013,Marseille,7 boulevard Lacordaire
4/6 rue Saint-Georges,13013,Marseille,4/6 rue Saint-Georges
4 impasse Montcault,13013,Marseille,4 impasse Montcault
2 impasse Montcault,13013,Marseille,2 impasse Montcault
9 rue Bremond,13013,Marseille,9 rue Bremond
59 avenue de Saint Just,13013,Marseille,59 avenue de Saint Just
Bâtiments F - G - I - J - PARC DU PETIT SÉMINAIRE - TRAVERSE KADDOUZ - RUE DE LA MAURELLE,13013,Marseille,Bâtiments F - G - I - J - PARC DU PETIT SÉMINAIRE - TRAVERSE KADDOUZ - RUE DE LA MAURELLE
4/6 Saint-Georges,13013,Marseille,4/6 Saint-Georges
60 traverse Notre Dame de Bon Secours,13014,Marseille,60 traverse Notre Dame de Bon Secours
20-20bis et 22 Boulevard Giraud,13014,Marseille,20-20bis et 22 Boulevard Giraud
4 boulevard Louis Guichoux,13014,Marseille,4 boulevard Louis Guichoux
86 boulevard Casanova,13014,Marseille,86 boulevard Casanova
7 traverse du Commandant,13014,Marseille,7 traverse du Commandant
66 chemin de Sainte-Marthe,13014,Marseille,66 chemin de Sainte-Marthe
30 boulevard de la Station,13014,Marseille,30 boulevard de la Station
Mur rue de la Javie,13014,Marseille,Mur rue de la Javie
4 rue Saint-André,13014,Marseille,4 rue Saint-André
57 rue Merlino,13014,Marseille,57 rue Merlino
17 boulevard Christophe Moncada,13015,Marseille,17 boulevard Christophe Moncada
193 boulevard Simon Bolivard,13015,Marseille,193 boulevard Simon Bolivard
17 rue Abram,13015,Marseille,17 rue Abram
268 chemin de la Madrague,13015,Marseille,268 chemin de la Madrague
160 avenue de Saint-Louis,13015,Marseille,160 avenue de Saint-Louis
35 Boulevard Jean-Barbieri,13015,Marseille,35 Boulevard Jean-Barbieri
173 rue de Lyon,13015,Marseille,173 rue de Lyon
15 rue Abram,13015,Marseille,15 rue Abram
234 avenue Roger Salengro,13015,Marseille,234 avenue Roger Salengro
389 rue de Lyon,13015,Marseille,389 rue de Lyon
1 rue Edgar Quinet,13015,Marseille,1 rue Edgar Quinet
13 rue Joseph Bodo,13015,Marseille,13 rue Joseph Bodo
32 avenue Félix Zoccola / 1-3-5 rue Edgar Quinet,13015,Marseille,32 avenue Félix Zoccola
32 avenue Félix Zoccola / 1-3-5 rue Edgar Quinet,13015,Marseille,1-3-5 rue Edgar Quinet
34-36 avenue Félix Zoccola,13015,Marseille,34-36 avenue Félix Zoccola
38 avenue Félix Zoccola,13015,Marseille,38 avenue Félix Zoccola
140 rue de Lyon,13015,Marseille,140 rue de Lyon
91 boulevard Oddo,13015,Marseille,91 boulevard Oddo
97 boulevard Oddo,13015,Marseille,97 boulevard Oddo
6 traverse Bernabo,13015,Marseille,6 traverse Bernabo
315 rue de Lyon,13015,Marseille,315 rue de Lyon
270 avenue Roger Salengro,13015,Marseille,270 avenue Roger Salengro
27 chemin du Commandeur,13015,Marseille,27 chemin du Commandeur
2 chemin de la Butineuse,13015,Marseille,2 chemin de la Butineuse
10 rue Séraphin,13015,Marseille,10 rue Séraphin
365 rue de Lyon,13015,Marseille,365 rue de Lyon
548 chemin de la Madrague Ville,13015,Marseille,548 chemin de la Madrague Ville
18 rue Le Chatelier,13015,Marseille,18 rue Le Chatelier
4 chemin de la Martine : Parcelle n°215904 E0044 - Parcelle n°215904 E0045,13015,Marseille,4 chemin de la Martine : Parcelle n°215904 E0044 - Parcelle n°215904 E0045
102-104 rue de Lyon,13015,Marseille,102-104 rue de Lyon
2 rue Séraphin,13015,Marseille,2 rue Séraphin
5 rue Séraphin,13015,Marseille,5 rue Séraphin
223 avenue Roger Salengro,13015,Marseille,223 avenue Roger Salengro
225-227 avenue Roger Salengro,13015,Marseille,225-227 avenue Roger Salengro
232 avenue Roger Salengro,13015,Marseille,232 avenue Roger Salengro
179 avenue Roger Salengro,13015,Marseille,179 avenue Roger Salengro
25 rue Edgar Quinet,13015,Marseille,25 rue Edgar Quinet
239 chemin de la Pelouque,13016,Marseille,239 chemin de la Pelouque
15/16 rue de Séon,13016,Marseille,15/16 rue de Séon
6 place de l'église Saint André,13016,Marseille,6 place de l'église Saint André
6 traverse Ténériffe,13016,Marseille,6 traverse Ténériffe
49 traverse du Régali,13016,Marseille,49 traverse du Régali
29 boulevard Michel,13016,Marseille,29 boulevard Michel
130 avenue Corot - Bât A,13013,Marseille,130 avenue Corot - Bât A
15 boulevard Charpentier,13003,Marseille,15 boulevard Charpentier
90 boulevard Sainte Marguerite,13009,Marseille,90 boulevard Sainte Marguerite
Traverse Kaddouz - rue de la Maurelle,13013,Marseille,Traverse Kaddouz - rue de la Maurelle
13 rue de la Fare,13001,Marseille,13 rue de la Fare
18 rue Saint-Saëns,13001,Marseille,18 rue Saint-Saëns
5 rue Pisançon,13001,Marseille,5 rue Pisançon
81 rue de Curiol,13001,Marseille,81 rue de Curiol
83 rue Curiol,13001,Marseille,83 rue Curiol
76-84 rue Bernard du Bois,13001,Marseille,76-84 rue Bernard du Bois
79 au 85 / 92 au 98 rue Curiol,13001,Marseille,79 au 85 / 92 au 98 rue Curiol
31 rue Curiol,13001,Marseille,31 rue Curiol
31A rue Curiol,13001,Marseille,31A rue Curiol
14 boulevard Garibaldi,13001,Marseille,14 boulevard Garibaldi
41 rue d'Aubagne,13001,Marseille,41 rue d'Aubagne
26 place Jean Jaurès,13001,Marseille,26 place Jean Jaurès
3 rue Francis Davso,13001,Marseille,3 rue Francis Davso
62 rue Sénac de Meilhan,13001,Marseille,62 rue Sénac de Meilhan
61 rue Francis Davso,13001,Marseille,61 rue Francis Davso
80 rue nationale / 53 rue du petit saint-jean,13001,Marseille,80 rue nationale
80 rue nationale / 53 rue du petit saint-jean,13001,Marseille,53 rue du petit saint-jean
65 rue Francis Davso,13001,Marseille,65 rue Francis Davso
5 rue lemaitre,13001,Marseille,5 rue lemaitre
29 rue Chateauredon,13001,Marseille,29 rue Chateauredon
46 rue Caisserie (4ème et 5ème étages),13002,Marseille,46 rue Caisserie (4ème et 5ème étages)
2 boulevard des Dames,13002,Marseille,2 boulevard des Dames
4 rue du Bon Pasteur,13002,Marseille,4 rue du Bon Pasteur
51 rue Pierre Albrand,13002,Marseille,51 rue Pierre Albrand
2 rue du Poirier,13002,Marseille,2 rue du Poirier
7 rue des Cartiers,13002,Marseille,7 rue des Cartiers
152 - 154/156 - 158 avenue Roger Salengro,13003,Marseille,152 - 154/156 - 158 avenue Roger Salengro
154/156 avenue Roger Salengro,13003,Marseille,154/156 avenue Roger Salengro
82 rue Hoche,13003,Marseille,82 rue Hoche
105 rue Kleber Prolongée,13003,Marseille,105 rue Kleber Prolongée
132/134 rue Loubon,13003,Marseille,132/134 rue Loubon
9 rue Bernard -(29/05/2019),13003,Marseille,9 rue Bernard -(29/05/2019)
9 rue Bernard (19/07/2019),13003,Marseille,9 rue Bernard (19/07/2019)
130 rue Roger Salengro,13003,Marseille,130 rue Roger Salengro
42-44 rue Barsotti,13003,Marseille,42-44 rue Barsotti
16 boulevard Battala,13003,Marseille,16 boulevard Battala
10/12 traverse Sainte Marie,13003,Marseille,10/12 traverse Sainte Marie
28 boulevard Leccia -(caves et terrasse à l'aplomb de l'immeuble),13003,Marseille,28 boulevard Leccia -(caves et terrasse à l'aplomb de l'immeuble)
36 rue d'Orange,13003,Marseille,36 rue d'Orange
17 & 26 rue Charvet,13003,Marseille,17 & 26 rue Charvet
119 boulevard National,13003,Marseille,119 boulevard National
27 rue Cavaignac,13003,Marseille,27 rue Cavaignac
69 rue Félix Pyat,13003,Marseille,69 rue Félix Pyat
8 rue Eugène Pottier / 5 rue Hoche,13003,Marseille,8 rue Eugène Pottier
8 rue Eugène Pottier / 5 rue Hoche,13003,Marseille,5 rue Hoche
64 traverse du Moulin de la Vilette,13003,Marseille,64 traverse du Moulin de la Vilette
35 rue Hoche,13003,Marseille,35 rue Hoche
14 rue Auphan,13003,Marseille,14 rue Auphan
11 rue Jean Cristofol,13003,Marseille,11 rue Jean Cristofol
45 rue Barbini,13003,Marseille,45 rue Barbini
117 rue Loubon,13003,Marseille,117 rue Loubon
161 avenue Camille Pelletan,13003,Marseille,161 avenue Camille Pelletan
5 rue du Pasteur Heuzé,13003,Marseille,5 rue du Pasteur Heuzé
8 rue Bernard,13003,Marseille,8 rue Bernard
108 avenue des Chartreux,13004,Marseille,108 avenue des Chartreux
72 rue des Trois Frères Carasso,13004,Marseille,72 rue des Trois Frères Carasso
28 rue Albe,13004,Marseille,28 rue Albe
12 rue Château du Murier,13005,Marseille,12 rue Château du Murier
1 boulevard Eugène Pierre (appartement 3e étage droit),13005,Marseille,1 boulevard Eugène Pierre (appartement 3e étage droit)
34-35 rue Fernand Pauriol,13005,Marseille,34-35 rue Fernand Pauriol
2 rue de Verdun,13005,Marseille,2 rue de Verdun
93 boulevard Baille,13005,Marseille,93 boulevard Baille
59-61 place Jean Jaurès,13006,Marseille,59-61 place Jean Jaurès
7 rue Poggioli,13006,Marseille,7 rue Poggioli
15 rue de la Loubière,13006,Marseille,15 rue de la Loubière
99 rue de Tilsit,13006,Marseille,99 rue de Tilsit
51 rue Fongate,13006,Marseille,51 rue Fongate
7 rue Albert Chabanon,13006,Marseille,7 rue Albert Chabanon
22 place Notre Dame du Mont,13006,Marseille,22 place Notre Dame du Mont
14 boulevard Salvator,13006,Marseille,14 boulevard Salvator
29 rue Edmond rostand,13006,Marseille,29 rue Edmond rostand
11 place Castellane et 2 boulevard Baille,13006,Marseille,11 place Castellane et 2 boulevard Baille
61 rue d'Endoume / 1/3 rue Marignan,13007,Marseille,61 rue d'Endoume
61 rue d'Endoume / 1/3 rue Marignan,13007,Marseille,1/3 rue Marignan
22 rue des Lices,13007,Marseille,22 rue des Lices
29 rue Alleman,13007,Marseille,29 rue Alleman
366 avenue du Prado,13008,Marseille,366 avenue du Prado
13 rue George Picot,13010,Marseille,13 rue George Picot
72 boulevard Saint-Loup,13010,Marseille,72 boulevard Saint-Loup
1 impassse Sylvestre,13012,Marseille,1 impassse Sylvestre
4/6 rue Saint Georges,13013,Marseille,4/6 rue Saint Georges
8 rue des Brus,13013,Marseille,8 rue des Brus
43 traverse de Bon Secours,13014,Marseille,43 traverse de Bon Secours
"232, 234 et 236 avenue Roger SALENGRO",13015,Marseille,"232, 234 et 236 avenue Roger SALENGRO"
130 chemin de la Madrague Ville (extrémité et annexes côté est du bâtiment principal du Marché aux Puces),13015,Marseille,130 chemin de la Madrague Ville (extrémité et annexes côté est du bâtiment principal du Marché aux Puces)
26 boulevard Oddo,13015,Marseille,26 boulevard Oddo
82 boulevard Oddo,13015,Marseille,82 boulevard Oddo
39 chemin de la petite malette,13015,Marseille,39 chemin de la petite malette
43 chemin de la petite malette,13015,Marseille,43 chemin de la petite malette
Parking Oddo,13015,Marseille,Parking Oddo
Parking Puces Oddo,13015,Marseille,Parking Puces Oddo
223-225-227 avenue Roger Salengro,13015,Marseille,223-225-227 avenue Roger Salengro
rue d'Aubagne et rue Jean Roque,,Marseille,rue d'Aubagne et rue Jean Roque
rue d'Aubagne,,Marseille,rue d'Aubagne
rue d'Aubagne et rue Jean Roque,13001,Marseille,rue d'Aubagne et rue Jean Roque
rue Saint-Cassien et Boulevard Louis de Grasse,13002,Marseille,rue Saint-Cassien et Boulevard Louis de Grasse
20 rue de l'Académie,13001,Marseille,20 rue de l'Académie
54 rue d'Italie,13006,Marseille,54 rue d'Italie
"rue Curiol (N°79, 81, 85, 92, 94, 96, 98 et 100) et place Jean Jaurès (n°24 et 26)",,Marseille,"rue Curiol (N°79, 81, 85, 92, 94, 96, 98 et 100) et place Jean Jaurès (n°24 et 26)"
46 rue du tapis vert,13001,Marseille,46 rue du tapis vert
Immeubles 13 RUE DE LA FARE - 20 RUE DES PETITES MARIES - et des commerces 8 À 12 RUE DE LA FARE,13001,Marseille,Immeubles 13 RUE DE LA FARE - 20 RUE DES PETITES MARIES - et des commerces 8 À 12 RUE DE LA FARE
28 rue des Phocéens,13002,Marseille,28 rue des Phocéens
Ecole Cours Julien,,Marseille,Ecole Cours Julien
8 impasse Croix de Regnier,13004,Marseille,8 impasse Croix de Regnier
"Rue d'Aubagne, rue Jean Roque et cours Lieutaud -- Arreté du 25/07/2019",13001,Marseille,"Rue d'Aubagne, rue Jean Roque et cours Lieutaud -- Arreté du 25/07/2019"
79 au 85 / 92 au 98 rue Curiol et 26 Place Jean Jaurès,13001,Marseille,79 au 85 / 92 au 98 rue Curiol et 26 Place Jean Jaurès
79 au 85 / 92 au 100 rue Curiol et 26 Place Jean Jaurès,13001,Marseille,79 au 85 / 92 au 100 rue Curiol et 26 Place Jean Jaurès
301 vc du président John F. Kennedy,13007,Marseille,301 vc du président John F. Kennedy
4 rue Eugène Potier,13003,Marseille,4 rue Eugène Potier
Rue Curiol / Place Jean Jaurès,13001,Marseille,Rue Curiol / Place Jean Jaurès
Rue Charvet,13003,Marseille,Rue Charvet
102 boulevard de Plombières/2-4 rue des Frères Cubeddu,,Marseille,102 boulevard de Plombières
102 boulevard de Plombières/2-4 rue des Frères Cubeddu,,Marseille,2-4 rue des Frères Cubeddu
Passage 94/96 rue d'Endoume,13007,Marseille,Passage 94/96 rue d'Endoume
41/43 rue de la Palud,13001,Marseille,41/43 rue de la Palud
33 avenue de Montolivet,13004,Marseille,33 avenue de Montolivet
93 rue Le Pelletier,13016,Marseille,93 rue Le Pelletier
105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche,13003,Marseille,105-107-109 rue Kléber Prolongée
105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche,13003,Marseille,82-84-86-88 rue Hoche
"9, 11, 13 et 15 rue de la Joliette",13002,Marseille,"9, 11, 13 et 15 rue de la Joliette"
"69, 71 rue d'Aubagne",13001,Marseille,"69, 71 rue d'Aubagne"
19 fond de la traverse Picasso / 8 impasse Lieutaud,13016,Marseille,19 fond de la traverse Picasso
19 fond de la traverse Picasso / 8 impasse Lieutaud,13016,Marseille,8 impasse Lieutaud
